id	filename	md5	size	state
25c967af-093f-4668-a60a-d852c22c1bce	25c967af-093f-4668-a60a-d852c22c1bce/68fda9a5-c6eb-4445-91f7-bd0078080b9d.rna_seq.augmented_star_gene_counts.tsv	7efc5bbb10f3da4875abeeac8cc2e8a7	4227559	validated
290b9234-0d19-4a74-971e-73dad79f7e9a	290b9234-0d19-4a74-971e-73dad79f7e9a/7bcfb173-3654-42a1-8664-d0d074e4618c.rna_seq.augmented_star_gene_counts.tsv	4f509487189cd6b532dab3c27b46e43a	4226009	validated
2d7e6bc2-b313-41a4-9c5e-3e05d3be0f1f	2d7e6bc2-b313-41a4-9c5e-3e05d3be0f1f/d4211058-4fb9-470e-9dfe-5e4be33564ff.rna_seq.augmented_star_gene_counts.tsv	767b154872abd3371de995456e17a2be	4238957	validated
3c18b7f5-f53e-4721-a470-ae4410c0592b	3c18b7f5-f53e-4721-a470-ae4410c0592b/308a5759-8930-433f-8d11-4c3da6ed0e29.rna_seq.augmented_star_gene_counts.tsv	8de4c15911572cf8e05994d28cdd37f5	4231934	validated
3f96e15a-56f8-4546-95c4-f640c6629195	3f96e15a-56f8-4546-95c4-f640c6629195/64a608f6-9848-4c97-820d-d87f9ee04a7b.rna_seq.augmented_star_gene_counts.tsv	fb9f52a017331696eb99c77d800e667d	4213493	validated
412ee00f-b292-46e8-b178-aff532e65fcb	412ee00f-b292-46e8-b178-aff532e65fcb/f34c57ee-92a6-4e3b-acde-7fd631c42f87.rna_seq.augmented_star_gene_counts.tsv	5d5577bfdd75ad956f01f93fb0929555	4216535	validated
4167d62e-8d12-4cba-9198-157975a8ea25	4167d62e-8d12-4cba-9198-157975a8ea25/367ce5cb-52f9-4c87-aaa3-2808fca08bef.rna_seq.augmented_star_gene_counts.tsv	8954b2b3f5395d807d680ed7a5ad4cb4	4196323	validated
52defb9b-4d00-4e24-a4ed-7a2742660ac6	52defb9b-4d00-4e24-a4ed-7a2742660ac6/8824c0fd-764e-4525-952b-f25efa742772.rna_seq.augmented_star_gene_counts.tsv	bf9e84bf901994d742772cda000e4c37	4185488	validated
543d11e8-5149-4843-b904-11c4a0078e54	543d11e8-5149-4843-b904-11c4a0078e54/ce41f5d1-6e6d-4fc8-b8ed-a9479bcc8add.rna_seq.augmented_star_gene_counts.tsv	5175c32ed791d881bf4c646c346bc035	4211130	validated
54aeec49-699f-4d71-b567-b8a68e216643	54aeec49-699f-4d71-b567-b8a68e216643/3fcb923c-5dd2-4d6f-a6bb-8074ffb762be.rna_seq.augmented_star_gene_counts.tsv	7e76a4e717f7b4d18ad66b275038e4d2	4233600	validated
54c73151-7796-4392-83ec-c3bc7857533e	54c73151-7796-4392-83ec-c3bc7857533e/bf93be3e-d4f1-4efb-9841-ca8ad81b237e.rna_seq.augmented_star_gene_counts.tsv	890943c0754b339295eb07fb2bf5e5ad	4212759	validated
5df60bd2-914b-45bb-98eb-d3a188972e84	5df60bd2-914b-45bb-98eb-d3a188972e84/9c8140ab-454c-4f62-aa6e-d1cfe4e498e0.rna_seq.augmented_star_gene_counts.tsv	95821d83212c7b77bb8f038691c7bc64	4201067	validated
64266f7c-cdd4-4718-bdd4-014ed664822b	64266f7c-cdd4-4718-bdd4-014ed664822b/29c49da8-3d12-425d-abe6-de2be5e6807f.rna_seq.augmented_star_gene_counts.tsv	90df4b61d821036f53231d6bcd551d32	4211877	validated
6934650e-c547-452e-a953-54b7ee4177ec	6934650e-c547-452e-a953-54b7ee4177ec/ba75fc37-5d69-42b3-911e-1d6d4b0bd881.rna_seq.augmented_star_gene_counts.tsv	1463cb10a05f248080164aa1dd7ce533	4206532	validated
6cf80607-4f94-497e-90f1-767d17e1564c	6cf80607-4f94-497e-90f1-767d17e1564c/0177d00d-7d3f-43c8-8d0f-e6333e73efa4.rna_seq.augmented_star_gene_counts.tsv	b2769bc55dab5d8db43f9feedfaf06cd	4233603	validated
7284b6cc-f8bd-4e96-8638-90310fa5b8b8	7284b6cc-f8bd-4e96-8638-90310fa5b8b8/1e409782-57e3-42ab-8952-678a4cdb6b2f.rna_seq.augmented_star_gene_counts.tsv	6834ca067437cda98ce9b1d1ad65c202	4214425	validated
73c33abd-7906-474e-a086-2adf78c9b7a8	73c33abd-7906-474e-a086-2adf78c9b7a8/8e33d29d-23c9-48f4-89a2-d0a9b17d0081.rna_seq.augmented_star_gene_counts.tsv	b1abd50efb6aef7f5e643b0ddd7284f7	4240257	validated
74bac7fb-444d-480c-8a92-8dc427206c2c	74bac7fb-444d-480c-8a92-8dc427206c2c/4db40a0d-ef66-41de-b993-e722581158dc.rna_seq.augmented_star_gene_counts.tsv	137d7ff41c1b2394b49a8af58c55c8f6	4223756	validated
74d0fe4a-e123-4c5d-b00e-9f177c64294d	74d0fe4a-e123-4c5d-b00e-9f177c64294d/22620634-aa34-4cb5-a37f-5a7b0c47cd0e.rna_seq.augmented_star_gene_counts.tsv	6540329adf639965cf26d3dc26dcae5d	4233360	validated
7f04a807-65ac-4a97-a367-363334a28170	7f04a807-65ac-4a97-a367-363334a28170/544499d8-b5a8-4ed8-ae99-6f7a504530e7.rna_seq.augmented_star_gene_counts.tsv	a512216950880e2de4cfeeefd6a469dc	4227031	validated
858726eb-4770-4a63-ab51-39aa93b449f6	858726eb-4770-4a63-ab51-39aa93b449f6/feccc57b-a987-4dd7-babf-1a8982bd64cc.rna_seq.augmented_star_gene_counts.tsv	0e213b76be2e9f780158cb80d9a3357c	4210846	validated
889bc749-1959-4f3d-8d6e-a6b7bf2fecb4	889bc749-1959-4f3d-8d6e-a6b7bf2fecb4/7dab0af8-ab64-4014-b7b7-bf0df59a1b3a.rna_seq.augmented_star_gene_counts.tsv	98f126815aaa2e0b00d616d32afbeee3	4205939	validated
8eabb842-d92f-4803-8992-db5b57fbdd51	8eabb842-d92f-4803-8992-db5b57fbdd51/83a1d91a-3e74-4106-96d1-eec558404c29.rna_seq.augmented_star_gene_counts.tsv	06070e18b58c152ba234618272bb76e8	4227432	validated
90b8a6ce-af5d-48ec-8d64-6642b0882598	90b8a6ce-af5d-48ec-8d64-6642b0882598/d1447a31-64bb-4e70-ae50-eeff7a605f38.rna_seq.augmented_star_gene_counts.tsv	57580991d9a9c523789a209b168f8474	4235088	validated
928ab9a3-b688-4003-92eb-57280506fa65	928ab9a3-b688-4003-92eb-57280506fa65/57c4a274-647d-4499-a8f8-a79e446ab4a7.rna_seq.augmented_star_gene_counts.tsv	952133d8486a5f071e6c089c43c001c8	4237357	validated
982c34fb-e9cb-47b3-841a-850ad949cf41	982c34fb-e9cb-47b3-841a-850ad949cf41/02faba9d-8eda-4967-995d-61a0c13b843c.rna_seq.augmented_star_gene_counts.tsv	d96421fad80242e081975a2ea97d3da2	4197081	validated
a64548d5-604d-4c26-81c0-9928eb95b0d0	a64548d5-604d-4c26-81c0-9928eb95b0d0/cc158c27-a2f0-4403-ae01-913bfcc623cc.rna_seq.augmented_star_gene_counts.tsv	de033b81d4ad9652a220a49a9e4f580a	4208079	validated
b0cdf7e1-d464-4016-a8f8-b52a2a2a59bd	b0cdf7e1-d464-4016-a8f8-b52a2a2a59bd/643bb711-7302-4ba7-bd39-cb0e4d9c2377.rna_seq.augmented_star_gene_counts.tsv	1185ba33b29bd4aaf8fb86ce4c346fd6	4172973	validated
b2c13f06-0588-4d2f-b869-91ea5d80b8fb	b2c13f06-0588-4d2f-b869-91ea5d80b8fb/a8ce7460-8ccd-4638-a854-55c4068af6ec.rna_seq.augmented_star_gene_counts.tsv	611924167f4732ee1f4da3fe32522378	4231111	validated
b6174575-c328-4148-bd77-665e9002f492	b6174575-c328-4148-bd77-665e9002f492/b1dde645-b48d-44e0-9fe0-2af02470ffb5.rna_seq.augmented_star_gene_counts.tsv	3555ca4faa323bc9982b351f258beead	4209596	validated
b81f3990-fd37-46b3-a1e9-2e992594d7db	b81f3990-fd37-46b3-a1e9-2e992594d7db/72c16603-1f6c-479c-8cf0-95d499f328be.rna_seq.augmented_star_gene_counts.tsv	d786bfb90c08ba9c4755ffecff334b52	4200489	validated
c834cb75-259c-40bd-93cc-48f9756cc47a	c834cb75-259c-40bd-93cc-48f9756cc47a/bbeadeec-bb57-4762-8828-3bd1696748fb.rna_seq.augmented_star_gene_counts.tsv	a40f5c62360b45e2226deaca7fd36a14	4218016	validated
d2aee6c3-29d3-44ef-96a5-b0a2d23dcec5	d2aee6c3-29d3-44ef-96a5-b0a2d23dcec5/24975492-6b9f-445b-9f6b-daee2f8363d3.rna_seq.augmented_star_gene_counts.tsv	b156aec1fa808d60267a2ba3ce860cf2	4250218	validated
d3980bb6-edb0-482e-a8fb-2da0d0ca36d9	d3980bb6-edb0-482e-a8fb-2da0d0ca36d9/2db6d1af-ff0c-468f-a056-cf278a0bbf7c.rna_seq.augmented_star_gene_counts.tsv	01507bc9302c49a3b9537ae26b80076b	4223459	validated
d77dfe53-77dd-46c9-80a4-19d343e8ee36	d77dfe53-77dd-46c9-80a4-19d343e8ee36/d6b7de60-321d-4f6d-82e7-3d5e9598462c.rna_seq.augmented_star_gene_counts.tsv	1c0f84f4725a83d3885531bb844a2db1	4178966	validated
d929abca-261d-4bab-bf64-ddf1bbcdb78d	d929abca-261d-4bab-bf64-ddf1bbcdb78d/5c61f3fb-d3c5-4628-89a8-94bd513e8fa4.rna_seq.augmented_star_gene_counts.tsv	9d13743d69f9a0f2304ee8907613dca6	4207730	validated
df3c4835-b180-43ee-a78e-4937d932a582	df3c4835-b180-43ee-a78e-4937d932a582/f2f218c6-82c6-454a-aebd-792807b9d166.rna_seq.augmented_star_gene_counts.tsv	77bfe5b89383c1471901721dab6d1c9b	4193641	validated
e32dba1a-e823-407a-8030-a1fcea2e906a	e32dba1a-e823-407a-8030-a1fcea2e906a/fea46737-a2b3-49d4-8358-d0737546b6da.rna_seq.augmented_star_gene_counts.tsv	7eb5d4653f7319cd5a15e1f7e66a471c	4230041	validated
e7eed773-b87c-4138-8d0e-72c85d85509b	e7eed773-b87c-4138-8d0e-72c85d85509b/45a758dc-af09-48d3-8cd2-15232593f385.rna_seq.augmented_star_gene_counts.tsv	1e39520638a5fb40f2b5728559f2d59f	4220450	validated
f22b9830-6c68-4680-91d8-ed37f042ca4e	f22b9830-6c68-4680-91d8-ed37f042ca4e/0357aa51-9436-4923-9b1e-eb22bdf647df.rna_seq.augmented_star_gene_counts.tsv	24edb2741c2a8d2b9f7ef23ead5fd36e	4232608	validated
f72de22c-defa-4fec-b689-85c0629e8f77	f72de22c-defa-4fec-b689-85c0629e8f77/ff02e85e-2f87-4832-aaea-3322db33c57a.rna_seq.augmented_star_gene_counts.tsv	3c8925af0a24973601001b3b17dcd85b	4209932	validated
f898b5cb-124c-4725-981a-819f15e87176	f898b5cb-124c-4725-981a-819f15e87176/fb077311-0732-482b-90a9-2961b2a75bca.rna_seq.augmented_star_gene_counts.tsv	cd28cb7cb0d4972acaf9ae15bd714fed	4222251	validated
