logFC	logCPM	LR	PValue	FDR	gene_name	gene_type
ENSG00000004660	-0.272336254411452	6.60071393623999	5.03345706291768	0.0248622240043301	0.0911885068327163	CAMKK1	protein_coding
ENSG00000004700	-0.116987267675958	6.64187758850893	1.02661199904207	0.310955742133061	0.543283539304903	RECQL	protein_coding
ENSG00000004766	0.00890554509935921	6.77762498544449	0.00710590498310637	0.932820671181572	0.971197695260975	VPS50	protein_coding
ENSG00000004776	1.30710563504782	5.93126956145965	98.274239402845	3.64274034803977e-23	2.53252313522427e-21	HSPB6	protein_coding
ENSG00000004777	-0.424230981791064	6.36399692470613	9.06077416023795	0.00261151384559	0.0144532575309375	ARHGAP33	protein_coding
ENSG00000004779	-0.00555777664411249	7.07237615122381	0.00359426406758345	0.952193719768019	0.979582449258395	NDUFAB1	protein_coding
ENSG00000004799	0.871246523932	6.63695960529	82.2030331856832	1.22801276583847e-19	6.17750324278498e-18	PDK4	protein_coding
ENSG00000004864	0.0167845744509405	6.93042662897867	0.0291368034702586	0.864463547458364	0.935735928943971	SLC25A13	protein_coding
ENSG00000004866	-0.27185592015612	6.7381693274016	5.72433246249235	0.0167313959898158	0.0669851262937464	ST7	protein_coding
ENSG00000004897	-0.0820893286705819	6.96813498579304	0.693964459443372	0.404819185651478	0.632051150950926	CDC27	protein_coding
ENSG00000004961	0.0529124519313184	6.90301117524923	0.286411816509077	0.592529151679619	0.776670718359844	HCCS	protein_coding
ENSG00000004975	-0.0102544180345194	6.835942803129	0.00987284595285587	0.920850697569076	0.965313628328447	DVL2	protein_coding
ENSG00000005001	-1.88222211874044	6.6541087729254	136.34933061014	1.67341570334955e-31	2.01053585717968e-29	PRSS22	protein_coding
ENSG00000005007	-0.0149404624425359	7.25710066355033	0.0303624380524852	0.861670400347815	0.933973128168889	UPF1	protein_coding
ENSG00000005020	0.18316795296802	6.94942949250611	3.76319299061115	0.0523924399735694	0.16080268278701	SKAP2	protein_coding
ENSG00000005022	0.0536824908857511	7.52662452524815	0.50414650191523	0.477683829282836	0.692465109753572	SLC25A5	protein_coding
ENSG00000005059	-0.161034711071103	6.60688874833408	1.8484387988204	0.17396508052504	0.378291155553257	MCUB	protein_coding
ENSG00000005073	-0.277490523389005	6.57826647304193	5.10176851428685	0.0239014623982238	0.0881874171669706	HOXA11	protein_coding
ENSG00000005075	-0.0493838745051737	6.89804888126582	0.238748511653924	0.625111470243085	0.799561182869063	POLR2J	protein_coding
ENSG00000005100	-0.218722868129394	6.82363640902717	4.09673458132853	0.0429661211439206	0.139458108627882	DHX33	protein_coding
ENSG00000005156	-0.17470319759867	6.87651123319655	2.79105098234015	0.0947920393108544	0.246750417852718	LIG3	protein_coding
ENSG00000005175	-0.169934850596844	6.82208758104689	2.51656715804496	0.112655588753136	0.280336398717084	RPAP3	protein_coding
ENSG00000005187	0.285482742379663	6.56369735131936	6.60629645399595	0.0101618790222914	0.0449761276469442	ACSM3	protein_coding
ENSG00000005189	-0.418040466995502	6.26744981109875	7.95229028123474	0.00480265609621064	0.0241597029230108	REXO5	protein_coding
ENSG00000005194	-0.117282645573699	7.02087893302215	1.46465187583694	0.226191406605223	0.446200601107428	CIAPIN1	protein_coding
ENSG00000005206	-0.0342331608971812	7.03880306255051	0.130927185663694	0.717472631549299	0.855698131787064	SPPL2B	protein_coding
ENSG00000005238	0.262482361543501	6.73699775459516	6.54769799742994	0.0105019949319126	0.046184146155799	FAM214B	protein_coding
ENSG00000005243	0.24329722466725	6.21147455468405	3.25871412965563	0.0710448168708604	0.20201737334028	COPZ2	protein_coding
ENSG00000005249	0.781485142563798	6.29060016238053	44.8180512790045	2.16220157826704e-11	5.06765994906338e-10	PRKAR2B	protein_coding
ENSG00000005302	-0.133852848128078	6.84409321046423	1.61579855751965	0.203678615341065	0.41813584353777	MSL3	protein_coding
ENSG00000005339	0.0452363170435964	7.13392229890762	0.256254134905245	0.612705373311486	0.789733256403462	CREBBP	protein_coding
ENSG00000005379	-0.136406515015879	6.50131760171434	1.20576586213639	0.272172306217311	0.503204450006454	TSPOAP1	protein_coding
ENSG00000005436	-0.13720879158174	6.55263159765353	1.28385967424761	0.257182625755694	0.485379745878711	GCFC2	protein_coding
ENSG00000005448	-0.436120531075782	6.49315565021591	10.888197396886	0.000967789689754586	0.00614489348933453	WDR54	protein_coding
ENSG00000005469	0.399715612055212	6.58928374830949	13.8689896535539	0.000196006044187351	0.00151883205812052	CROT	protein_coding
ENSG00000005483	0.116950191647595	7.0875788418593	1.69095735286283	0.193474817069432	0.404639320810246	KMT2E	protein_coding
ENSG00000005486	-0.0452154598207494	7.0847550356079	0.236829566884623	0.62650540495046	0.800599379002679	RHBDD2	protein_coding
ENSG00000005700	0.0106306587232243	7.04056438701982	0.0128666754968805	0.90968857124664	0.95900647082042	IBTK	protein_coding
ENSG00000005801	-0.243810100422455	6.82770078604243	5.06005320022022	0.0244834864172421	0.0899860838768549	ZNF195	protein_coding
ENSG00000005810	-0.0880267501800236	6.95754413590007	0.788617644046091	0.374518447121747	0.604495341480582	MYCBP2	protein_coding
ENSG00000005812	0.158834216892747	6.89588320914292	2.67069556387025	0.102211344454996	0.260474750335786	FBXL3	protein_coding
ENSG00000005844	0.425585196277811	6.46672042918463	14.037682508836	0.000179183624634596	0.00139987206745778	ITGAL	protein_coding
ENSG00000005882	0.292262120220544	6.76565621683566	8.43507745160424	0.00368051204940836	0.0193814198346504	PDK2	protein_coding
ENSG00000005884	0.140629317366428	7.21484182811999	2.75528595546596	0.0969334838464226	0.250637664563201	ITGA3	protein_coding
ENSG00000005889	0.0137097488164891	6.8004016979879	0.0172341570500762	0.895554660194086	0.953131599821372	ZFX	protein_coding
ENSG00000005893	-0.037993743313779	7.25386553775593	0.194068778546001	0.659551565170076	0.822183666590897	LAMP2	protein_coding
ENSG00000006007	0.143894317944783	7.14857674497157	2.72786941844882	0.098610756218648	0.254072060838178	GDE1	protein_coding
ENSG00000006015	-0.264951908850663	6.87830904285539	6.20863233523306	0.0127128811966196	0.0536385628394706	REX1BD	protein_coding
ENSG00000006025	0.15705999760337	6.81222774961131	2.41633056720657	0.120075905785576	0.293896229053896	OSBPL7	protein_coding
ENSG00000006042	0.161342643448401	7.08929594622856	3.27865164618169	0.0701865691390579	0.200313374791476	TMEM98	protein_coding
ENSG00000006047	0.148312438046512	6.63977083248051	1.82337972661318	0.17691150477293	0.381761967115049	YBX2	protein_coding
ENSG00000006062	0.123249843791022	6.62409754990444	1.22832799363382	0.267732450071645	0.498235731665008	MAP3K14	protein_coding
ENSG00000006118	-0.803135862975862	6.85325861703174	45.2133849557704	1.76693322766814e-11	4.19689034402941e-10	TMEM132A	protein_coding
ENSG00000006125	-0.023877601966313	7.39126473135014	0.0865363316378236	0.768627558354776	0.884812641251335	AP2B1	protein_coding
ENSG00000006194	-0.200711512022409	6.87977729209931	3.65783078098803	0.0558062459688835	0.168727655476407	ZNF263	protein_coding
ENSG00000006210	0.00361034117217442	6.70442210436356	0.00108767293338019	0.973690626923376	0.988607589448745	CX3CL1	protein_coding
ENSG00000006282	0.0956019254781023	7.00241315349743	1.03944930453925	0.307949583687279	0.54016670419987	SPATA20	protein_coding
ENSG00000006327	-0.793601064226572	6.95572970489984	48.6162689789525	3.11276269543612e-12	8.05866911213848e-11	TNFRSF12A	protein_coding
ENSG00000006432	-0.0651097710221285	6.59220386355961	0.309085520509754	0.578241889319853	0.766632031319175	MAP3K9	protein_coding
ENSG00000006451	-0.0424981026773098	7.13935802966551	0.219658487637771	0.639300256924227	0.808517187474431	RALA	protein_coding
ENSG00000006453	-0.0677887898361889	7.12604358923356	0.547068298577251	0.459518066142397	0.679151566763665	BAIAP2L1	protein_coding
ENSG00000006459	-0.0291360858926083	7.04105090477053	0.0952177533327827	0.757645798689933	0.878528687872313	KDM7A	protein_coding
ENSG00000006468	-0.00542028300752427	6.35739870749734	0.00172545659086154	0.96686650856269	0.986017271381427	ETV1	protein_coding
ENSG00000006530	-0.190315447940082	6.80479424627042	3.0817790227146	0.079173880396809	0.217534806818497	AGK	protein_coding
ENSG00000006534	-0.0586058277379932	6.86102575188425	0.323902822037752	0.569271578037634	0.760770602399106	ALDH3B1	protein_coding
ENSG00000006555	0.409881841822251	6.84175458304785	18.6209945381873	1.59454831125672e-05	0.000161874777291238	TTC22	protein_coding
ENSG00000006576	-0.0885292058037156	6.67524328048835	0.613813382096005	0.433355606591216	0.657730672794882	PHTF2	protein_coding
ENSG00000006607	0.0229354064205118	7.05726268833255	0.0610696820435166	0.80481318310937	0.904017712714754	FARP2	protein_coding
ENSG00000006611	0.0688119263720091	7.2406909873744	0.656035575176446	0.41796303308047	0.64367717519295	USH1C	protein_coding
ENSG00000006625	-0.366208346796847	6.86981711825113	11.3147967505739	0.000768918773611876	0.00503725242109421	GGCT	protein_coding
ENSG00000006634	-0.387538469509172	6.72047369742715	10.9373584009865	0.000942444429625101	0.00601793076192499	DBF4	protein_coding
ENSG00000006652	-0.257445226787669	6.47504751036695	3.99158922191008	0.0457279148255384	0.146147455053212	IFRD1	protein_coding
ENSG00000006695	0.124719108125127	6.76336424328498	1.43777187497249	0.230500240054027	0.451764407771395	COX10	protein_coding
ENSG00000006704	-0.57017448522278	7.03660009578536	29.4231976918934	5.81770742679742e-08	9.1712266760023e-07	GTF2IRD1	protein_coding
ENSG00000006712	0.0152014187228893	6.98790931713409	0.0251511022312236	0.87399112758839	0.940245171164594	PAF1	protein_coding
ENSG00000006715	-0.0252476433705027	7.00246854458658	0.069196285112934	0.792510601725525	0.898069451194565	VPS41	protein_coding
ENSG00000006740	0.674558769355443	6.58184084797124	43.4428698653686	4.36519306587071e-11	9.8216843982091e-10	ARHGAP44	protein_coding
ENSG00000006744	-0.04909749871068	7.07616968996616	0.276729955853334	0.598852573642489	0.781400316198418	ELAC2	protein_coding
ENSG00000006747	0.861429426598478	6.53720241233991	72.5548921111626	1.62450027694675e-17	6.59121014007084e-16	SCIN	protein_coding
ENSG00000006756	0.0333058187042727	7.0714957560574	0.130928439020209	0.717471337239855	0.855698131787064	ARSD	protein_coding
ENSG00000006757	0.00664965984909323	6.72743396999289	0.00377574180960494	0.951003170616681	0.979478563566787	PNPLA4	protein_coding
ENSG00000006831	0.0563614675145849	7.1841816287527	0.41727391553953	0.518300451201974	0.723187449059562	ADIPOR2	protein_coding
ENSG00000007047	-0.0628737173658215	6.74811992991218	0.335109614738968	0.56266573958992	0.755989230549991	MARK4	protein_coding
ENSG00000007062	0.151013176054509	7.03246962322752	2.72114484436622	0.0990269658296798	0.254826097347117	PROM1	protein_coding
ENSG00000007080	-0.0922355349439508	7.01441090535863	0.909468455018228	0.340255492578851	0.57467745607524	CCDC124	protein_coding
ENSG00000007168	0.128256981956038	7.13247934366957	2.12428547483965	0.144980377265897	0.335038686959005	PAFAH1B1	protein_coding
ENSG00000007171	0.0938946200890536	6.82492302810161	0.852891432075978	0.35573565052174	0.58924207619487	NOS2	protein_coding
ENSG00000007202	0.00256365665858865	7.21104952160928	0.000865322274139046	0.976532524535996	0.98965961115773	KIAA0100	protein_coding
ENSG00000007216	1.08132343515417	6.17400484942133	83.7951715710327	5.4878681373892e-20	2.9146939141713e-18	SLC13A2	protein_coding
ENSG00000007237	0.489746136648466	6.63278517850078	22.4742613455328	2.12978339194938e-06	2.58646412908475e-05	GAS7	protein_coding
ENSG00000007255	-0.0494295600688923	6.79676560757385	0.217900644849337	0.640644198402076	0.809141861117135	TRAPPC6A	protein_coding
ENSG00000007306	0.937131752161062	7.07334778587664	145.783893798161	1.44738938547898e-33	1.92596168229058e-31	CEACAM7	protein_coding
ENSG00000007341	-0.091852237071205	6.46481135246498	0.535964867187392	0.464109844225304	0.682920252352929	ST7L	protein_coding
ENSG00000007376	-0.236282950358486	6.90212883726496	5.10250665341947	0.0238912938929638	0.0881761890621615	RPUSD1	protein_coding
ENSG00000007384	-0.197165954387382	6.94469118847349	3.74883728813823	0.0528442586199631	0.161788149535389	RHBDF1	protein_coding
ENSG00000007392	-0.233748172074762	6.8711848420443	4.8595513036609	0.0274934854787927	0.0989333767955975	LUC7L	protein_coding
ENSG00000007402	0.334588940507168	6.11115083359994	5.68280488096661	0.0171319586144253	0.0681409901774089	CACNA2D2	protein_coding
ENSG00000007516	0.276962639195709	6.18084255128236	4.13103185564708	0.0421036706908564	0.137377931249286	BAIAP3	protein_coding
ENSG00000007520	-0.0349999733510647	6.85817782866171	0.116277217238945	0.733107757333573	0.863638823603069	TSR3	protein_coding
ENSG00000007541	-0.0910325172538235	6.84688539690233	0.761796834093396	0.382766792359696	0.612918418369098	PIGQ	protein_coding
ENSG00000007545	-0.183580285664225	6.62548190610732	2.42495598427873	0.119416595954577	0.292571842197167	CRAMP1	protein_coding
ENSG00000007866	0.0833236793755989	6.9413730667516	0.744024329505546	0.388374783671871	0.617200198785078	TEAD3	protein_coding
ENSG00000007908	-0.505692771647295	6.00171311885434	8.27648517236133	0.00401617979731646	0.0208212086266406	SELE	protein_coding
ENSG00000007923	0.101326546761525	6.91652699071881	1.08328798505069	0.297963174060367	0.531778083669945	DNAJC11	protein_coding
ENSG00000007944	0.062180047740251	6.84277536539811	0.375646433779494	0.539942450445119	0.739326528801438	MYLIP	protein_coding
ENSG00000007952	-0.0525983410417225	7.18391556359046	0.348329503423656	0.555060284273525	0.751024602873919	NOX1	protein_coding
ENSG00000007968	0.200449877505359	6.63622395283493	3.38598104939034	0.0657530372260447	0.190426827913013	E2F2	protein_coding
ENSG00000008018	-0.0936852125137145	7.28650477122103	1.18721670986959	0.275891698630501	0.506927954053816	PSMB1	protein_coding
ENSG00000008083	-0.0875377907680142	6.78795187491215	0.667906926566509	0.413782300781419	0.640389691366942	JARID2	protein_coding
ENSG00000008086	-0.0567337838677396	6.41009418883226	0.195895005536698	0.658054884108375	0.821110907885952	CDKL5	protein_coding
ENSG00000008130	0.0973013306319548	7.09613887728627	1.17041503612279	0.279315978180221	0.510717380316228	NADK	protein_coding
ENSG00000008256	0.0293045989830052	6.79575032398415	0.0788733916387159	0.778830000378852	0.890430640677041	CYTH3	protein_coding
ENSG00000008277	0.196539913011519	6.26572965142487	2.21919709960946	0.136303928396502	0.321043226857006	ADAM22	protein_coding
ENSG00000008282	-0.057948261094542	7.24457123189904	0.444436873104859	0.504988703090159	0.713464459497741	SYPL1	protein_coding
ENSG00000008283	-0.0545191288145196	7.16291168448475	0.367237397429424	0.544513987578581	0.743584263549431	CYB561	protein_coding
ENSG00000008294	0.0937335252530283	7.08315632605444	1.07239195781488	0.300405783594998	0.533298046813869	SPAG9	protein_coding
ENSG00000008300	-0.955246341593625	6.6565557012633	50.1567994830802	1.41938452915604e-12	3.81016996709458e-11	CELSR3	protein_coding
ENSG00000008311	0.0724599606357624	6.21949289389594	0.27338643613632	0.601069115589978	0.782343797138556	AASS	protein_coding
ENSG00000008323	0.22912975007515	7.01545969417816	6.35815348320794	0.0116843081104396	0.0502583638744143	PLEKHG6	protein_coding
ENSG00000008324	-0.16498858994426	6.6395209768423	1.99983738211147	0.157316084055649	0.354412259273375	SS18L2	protein_coding
ENSG00000008382	0.274985164943898	6.64492144530856	6.61118314971951	0.0101340308580806	0.0448689201677095	MPND	protein_coding
ENSG00000008394	0.142168440664943	7.15849071463204	2.68402274501369	0.101359391455405	0.258996999640849	MGST1	protein_coding
ENSG00000008405	-0.0414370617001055	6.70795104475418	0.141287094523864	0.707004804195486	0.848197932172611	CRY1	protein_coding
ENSG00000008441	0.011927066669722	7.15046303118477	0.0178405920437292	0.893743652647553	0.952306448312996	NFIX	protein_coding
ENSG00000008513	-0.0887675316612506	6.7510861455495	0.663173347242946	0.415441862801707	0.641594041204433	ST3GAL1	protein_coding
ENSG00000008517	0.00399179865044599	7.24241972294594	0.00215622553182016	0.962963400675645	0.984564930124625	IL32	protein_coding
ENSG00000008710	0.0727136966306294	6.91322103566042	0.55010667199096	0.458274111295598	0.677798748330707	PKD1	protein_coding
ENSG00000008838	-0.0573023137000887	7.15244538805341	0.401597362581214	0.526265463315181	0.728941921097306	MED24	protein_coding
ENSG00000008853	-0.120790463520025	6.52487695077713	0.973981468947088	0.323689215356315	0.556263580063102	RHOBTB2	protein_coding
ENSG00000008869	0.0745030452284177	6.832116378132	0.536552528582355	0.463864992606378	0.682884758922665	HEATR5B	protein_coding
ENSG00000008952	0.0663374249348189	7.1555761398835	0.566124626158889	0.45180300938554	0.672978499348291	SEC62	protein_coding
ENSG00000008988	-0.0504758416192501	7.55581926827934	0.438416179770432	0.50788789015534	0.71478592524421	RPS20	protein_coding
ENSG00000009307	0.0663113665473461	7.47073114823082	0.738271796737269	0.390215046239418	0.618487063840227	CSDE1	protein_coding
ENSG00000009335	-0.0669041667872711	7.19471320108516	0.565691742296684	0.451976000216616	0.672983004808729	UBE3C	protein_coding
ENSG00000009413	0.0998998910345135	6.66472820425548	0.831918859590488	0.36171825701197	0.593668889989805	REV3L	protein_coding
ENSG00000009765	0.0362755519097085	6.84080118730388	0.126352542029281	0.722244236587321	0.858658125446066	IYD	protein_coding
ENSG00000009780	0.0443854929209368	6.53776019922047	0.141948648004991	0.706351426371817	0.848197932172611	FAM76A	protein_coding
ENSG00000009830	-0.0951817642356316	6.65702178467092	0.695416253654603	0.404328199216967	0.631603315489771	POMT2	protein_coding
ENSG00000009844	0.0532406550169255	6.98985885399724	0.313621324436358	0.575466451185881	0.765001324892607	VTA1	protein_coding
ENSG00000009950	-1.06364404216241	6.80381505878685	68.4841870984466	1.27899092218287e-16	4.85506523374631e-15	MLXIPL	protein_coding
ENSG00000009954	-0.101230534494907	7.17915954246808	1.26093946890975	0.261473336843059	0.490668994132458	BAZ1B	protein_coding
ENSG00000010017	-0.0292431347815171	6.86646427130767	0.0819734364216664	0.774640672505727	0.888199648541433	RANBP9	protein_coding
ENSG00000010030	-0.317789379033885	6.54092531099529	6.34870665042655	0.0117466906309486	0.0504565416723321	ETV7	protein_coding
ENSG00000010072	-0.105468136041671	6.53456170103016	0.754216511117079	0.385144533144028	0.614275499118101	SPRTN	protein_coding
ENSG00000010165	-0.0921085137593282	6.99021227453714	0.887675993472548	0.34610786955888	0.580363805662757	EEF1AKNMT	protein_coding
ENSG00000010219	-0.197650960134647	6.63301087846654	2.81618713774065	0.093317836410545	0.243503298486954	DYRK4	protein_coding
ENSG00000010244	-0.0965149568298057	7.23841429662778	1.2081879957736	0.271691281827282	0.502643087548604	ZNF207	protein_coding
ENSG00000010256	0.0977126031291515	7.40014149696039	1.53028308721124	0.216069963372096	0.43406500816621	UQCRC1	protein_coding
ENSG00000010270	-0.07323140390664	6.85870295867265	0.501818496652206	0.478702178507661	0.693182712266827	STARD3NL	protein_coding
ENSG00000010278	0.0349469923861416	7.50487019927318	0.208355069384396	0.648059749917933	0.813856241651555	CD9	protein_coding
ENSG00000010292	-0.144226521613249	7.2035073153803	2.57041533739815	0.108879141919447	0.273246680440713	NCAPD2	protein_coding
ENSG00000010295	0.218052618737579	6.32082311843985	2.92398742960587	0.0872719599218553	0.23290716067133	IFFO1	protein_coding
ENSG00000010318	0.377600647672867	6.158621118134	7.77340899862367	0.00530208936165109	0.02621388567736	PHF7	protein_coding
ENSG00000010319	0.819983053655704	6.21634268844047	46.0755006923493	1.1378244387454e-11	2.76089753519104e-10	SEMA3G	protein_coding
ENSG00000010322	0.054448893043379	7.04250555969653	0.343886994039266	0.557594122213633	0.752913612767873	NISCH	protein_coding
ENSG00000010327	0.409581534082153	6.88563038434232	19.356374398049	1.0845660026456e-05	0.000114322864418563	STAB1	protein_coding
ENSG00000010361	0.174294472616552	6.17377170027491	1.56121667425725	0.211487164662881	0.42812917760562	FUZ	protein_coding
ENSG00000010404	0.253816119024014	6.23696131019988	3.66366985304624	0.0556110156389808	0.168260713577601	IDS	protein_coding
ENSG00000010438	0.107495028495158	7.05897464786786	1.38805061982232	0.238734579271749	0.461759990385728	PRSS3	protein_coding
ENSG00000010539	-0.34321735045111	6.55557758723843	7.44024782407132	0.00637811068744921	0.0305808290419155	ZNF200	protein_coding
ENSG00000010610	0.318941633166038	6.81703988403696	10.6465677813667	0.00110275361970632	0.00687068727850859	CD4	protein_coding
ENSG00000010626	-0.247712817069652	6.26893123308508	2.98593132481621	0.0839909570139518	0.226249040715641	LRRC23	protein_coding
ENSG00000010671	0.687258915559303	6.09724613207812	26.8702953838595	2.17577418353995e-07	3.13813584164417e-06	BTK	protein_coding
ENSG00000010704	0.0151401649134587	6.55626390370652	0.0166356121976321	0.89737417431373	0.953900282425649	HFE	protein_coding
ENSG00000010803	0.0486034019777583	6.86823450851287	0.233722915023058	0.628776978546384	0.802011452227531	SCMH1	protein_coding
ENSG00000010810	0.129144057563786	6.72714240805812	1.49233391495133	0.221854692587574	0.441036437071683	FYN	protein_coding
ENSG00000010818	0.0141205549844674	6.76182698502095	0.0176377558554321	0.894345849655322	0.952537214001602	HIVEP2	protein_coding
ENSG00000011007	0.0495233298811557	6.92047755610259	0.254573356649196	0.613873087787381	0.790641051243173	ELOA	protein_coding
ENSG00000011009	0.0328250621520091	7.11064476268608	0.131588802578811	0.716790368501535	0.855498672733188	LYPLA2	protein_coding
ENSG00000011021	0.0623596528397276	6.58010998552913	0.294237263969364	0.587517899642329	0.772721225217751	CLCN6	protein_coding
ENSG00000011028	0.0401308879616169	6.92988406523017	0.167987145176482	0.681906926075421	0.834840862648984	MRC2	protein_coding
ENSG00000011105	-0.121241118774564	6.82772895658856	1.31219664610414	0.251997325467839	0.478135652129407	TSPAN9	protein_coding
ENSG00000011114	0.136289137117273	6.87860473059905	1.91890241930929	0.165977707464439	0.367634531926334	BTBD7	protein_coding
ENSG00000011132	-0.122284335038547	6.64080999491392	1.11823719021807	0.290298349328875	0.523726078133281	APBA3	protein_coding
