logFC	logCPM	LR	PValue	FDR	gene_name	gene_type	ExpressionType
ENSG00000228794	0.0336503867019693	6.42449870693714	0.0724184022368668	0.787847594363928	0.89544581008942	LINC01128	lncRNA	up_regulated
ENSG00000228801	-0.122213866168467	6.36356985381298	0.844301654655439	0.358169386487245	0.590428421177522	AC064807.1	lncRNA	down_regulated
ENSG00000229043	-0.480252989912732	6.17768719950573	9.27470168199577	0.00232340525869848	0.0130750978064546	ZFAND2A-DT	lncRNA	down_regulated
ENSG00000229719	0.191685381176524	6.55135333932206	2.83898388996809	0.0920023763278792	0.241281378038926	MIR194-2HG	lncRNA	up_regulated
ENSG00000229807	-0.0213199092765849	6.27212376408125	0.0242058431792884	0.876362300117271	0.941977196556174	XIST	lncRNA	down_regulated
ENSG00000229891	-0.957712384763929	6.14119480342077	29.4781929112565	5.65494106420393e-08	8.92600710070454e-07	LINC01315	lncRNA	down_regulated
ENSG00000230316	-3.77297275917894	5.95160066970769	139.841970357314	2.88251322375444e-32	3.63990827999604e-30	FEZF1-AS1	lncRNA	down_regulated
ENSG00000230551	-0.185794942439953	6.33015008265335	1.83782648994011	0.175205909699501	0.379515689223058	AC021078.1	lncRNA	down_regulated
ENSG00000230590	-0.239529569334633	6.78689253624391	4.71031952348426	0.0299820784894977	0.105585720349327	FTX	lncRNA	down_regulated
ENSG00000231074	-0.212164108893278	6.77916250058221	3.70811036299877	0.0541486607003303	0.164641198075329	HCG18	lncRNA	down_regulated
ENSG00000231312	0.0775232916456095	6.41675941407854	0.387732363194921	0.533493782674912	0.734942175286879	MAP4K3-DT	lncRNA	up_regulated
ENSG00000231365	-0.195701012918746	6.38829175414891	2.160043924826	0.14164064129098	0.329869012775937	WARS2-AS1	lncRNA	down_regulated
ENSG00000231607	-0.763281744564341	6.09950111304198	19.2169046918423	1.16675599390903e-05	0.000121947680951218	DLEU2	lncRNA	down_regulated
ENSG00000231721	-0.665621867152775	6.16016132045191	16.2677678205508	5.49914764597074e-05	0.000488528012339468	LINC-PINT	lncRNA	down_regulated
ENSG00000231826	-1.20735954125927	5.93506219966347	33.3247974554898	7.79818982006599e-09	1.39454622866064e-07	LINC01819	lncRNA	down_regulated
ENSG00000232098	-0.101313726185536	6.30872539603241	0.551649452773297	0.457644510812902	0.677272281907399	AC012313.1	lncRNA	down_regulated
ENSG00000232442	-0.833797362810057	6.24784886619805	26.3925405903215	2.78614388361209e-07	3.9404034925371e-06	MHENCR	lncRNA	down_regulated
ENSG00000232533	-0.439257244100539	6.2168162385112	8.23583265899056	0.00410713256775827	0.0212216139983335	AC093673.1	lncRNA	down_regulated
ENSG00000232803	-1.84652390997735	6.11313058193305	76.0832816627649	2.71949975835195e-18	1.18918054804259e-16	SLCO4A1-AS1	lncRNA	down_regulated
ENSG00000232931	-0.165406949668184	6.51942209105083	1.78546535443715	0.181479641983797	0.388340215407587	LINC00342	lncRNA	down_regulated
ENSG00000232956	-0.610988911502727	6.78251190114574	26.4176389888242	2.75017533323232e-07	3.9029151088016e-06	SNHG15	lncRNA	down_regulated
ENSG00000233016	-0.400125266721806	6.84215972772291	12.9968574797106	0.000312014179305495	0.00228336810698137	SNHG7	lncRNA	down_regulated
ENSG00000233101	-0.153800785125902	6.31783474226663	1.25822909416058	0.261986565253844	0.490930990724552	HOXB-AS3	lncRNA	down_regulated
ENSG00000233184	-0.418371103288214	6.15935788448384	7.05885729679916	0.00788742924632408	0.0365022202405611	AC093157.1	lncRNA	down_regulated
ENSG00000233621	0.100810146601572	6.19478936385601	0.520229390090606	0.470743847116771	0.688213336833461	LINC01137	lncRNA	up_regulated
ENSG00000233695	-1.51836452487457	6.39785222281344	79.0277826001804	6.12426003590919e-19	2.83849130877813e-17	GAS6-AS1	lncRNA	down_regulated
ENSG00000234072	-0.426052498201674	6.27777807600321	8.32778925847147	0.0039043142963339	0.0203521016921365	AC074117.1	lncRNA	down_regulated
ENSG00000234155	0.368340162721707	6.26949449735862	8.35059350939613	0.00385561367255187	0.0201661957725399	LINC02535	lncRNA	up_regulated
ENSG00000234171	-0.389318172182723	6.33915649863107	7.53361996005841	0.0060558106102901	0.0293424652710807	RNASEH1-AS1	lncRNA	down_regulated
ENSG00000234456	0.528305587190057	6.14720101156248	15.8828099638349	6.73880190392445e-05	0.00058810065981005	MAGI2-AS3	lncRNA	up_regulated
ENSG00000234608	-0.0846862652553744	6.75172234505332	0.604908164360403	0.436711443032259	0.660188627843172	MAPKAPK5-AS1	lncRNA	down_regulated
ENSG00000234678	-0.131212873603046	6.48448476024341	1.09906445969132	0.294471507984419	0.528051718780927	ELF3-AS1	lncRNA	down_regulated
ENSG00000234690	0.402641772112751	6.13300608572633	8.66054842580189	0.00325173413212625	0.0174577917071854	EPCAM-DT	lncRNA	up_regulated
ENSG00000234741	-0.236262474599708	7.26056189274926	6.98731785727438	0.00820892750196564	0.0376381911214616	GAS5	lncRNA	down_regulated
ENSG00000234771	0.137042219574671	6.8605789596997	1.90893253120595	0.167081883035792	0.368957584326897	SLC25A25-AS1	lncRNA	up_regulated
ENSG00000234912	-0.559572669793814	6.26918065534644	13.5189967408465	0.000236160634485359	0.00178200478765629	SNHG20	lncRNA	down_regulated
ENSG00000235092	0.731360869996471	6.06186566192783	29.6355465387028	5.21399561544842e-08	8.31032587015206e-07	ID2-AS1	lncRNA	up_regulated
ENSG00000235437	0.0527376796861445	6.67967798386133	0.2309803400818	0.630797871980558	0.80323766812386	LINC01278	lncRNA	up_regulated
ENSG00000235823	-0.231464474165955	6.50355950145134	3.35446060997083	0.0670231647997655	0.193110981233317	OLMALINC	lncRNA	down_regulated
ENSG00000235888	-0.761317084138963	6.10410422632632	19.2353859084426	1.15551533356296e-05	0.00012097717641998	AF064858.1	lncRNA	down_regulated
ENSG00000235954	-0.166111537657536	6.43195953224519	1.64708531517192	0.199356099969698	0.41294784216448	TTC28-AS1	lncRNA	down_regulated
ENSG00000236081	-2.65448080131294	6.26541785624944	138.953144134577	4.50965024157158e-32	5.52543779598498e-30	ELFN1-AS1	lncRNA	down_regulated
ENSG00000236088	-0.133104356062866	6.30876952817429	0.940676154264814	0.332104012733216	0.566086385340709	COX10-AS1	lncRNA	down_regulated
ENSG00000236144	-0.853621971376735	6.30442357631444	29.1864285097874	6.57380565326365e-08	1.02715713332245e-06	TMEM147-AS1	lncRNA	down_regulated
ENSG00000236753	-0.17681365339195	6.28529430134144	1.59138268873377	0.207128697373515	0.42234595979523	MKLN1-AS	lncRNA	down_regulated
ENSG00000236935	-0.0888582063960384	6.20971785421891	0.382405778362227	0.536318508504033	0.73680406012467	AP003774.2	lncRNA	down_regulated
ENSG00000237361	-0.6255587577095	6.26318668750523	16.36471253557	5.22489815601404e-05	0.000467859006372458	TUSC8	lncRNA	down_regulated
ENSG00000237424	0.0818218314109704	6.48814439280463	0.465511283449615	0.495059468483896	0.704827533650278	FOXD2-AS1	lncRNA	up_regulated
ENSG00000237643	-1.61501215661065	6.08970646006812	61.7064369797808	3.98674875050071e-15	1.28814662630408e-13	AL365226.1	lncRNA	down_regulated
ENSG00000237943	-0.259004167351322	6.22211272457716	3.08661593834427	0.07893881823645	0.217198609589532	PRKCQ-AS1	lncRNA	down_regulated
ENSG00000237945	-0.116781178748952	6.17684687404562	0.629682958548358	0.427471630618677	0.652115560762589	LINC00649	lncRNA	down_regulated
ENSG00000238164	0.219146864386325	6.44029500724983	3.35074134520306	0.0671747540107866	0.193367662452543	TNFRSF14-AS1	lncRNA	up_regulated
ENSG00000239665	-0.0231558946354574	6.22333428096248	0.0270369802124435	0.869393234083917	0.937417554394744	AL157392.3	lncRNA	down_regulated
ENSG00000240498	1.99548305359806	5.87102391006642	262.414500321265	5.10765906516492e-59	2.34101040486725e-56	CDKN2B-AS1	lncRNA	up_regulated
ENSG00000240990	0.00826843960362447	6.27238371465183	0.00368322625064366	0.951606422925373	0.979478563566787	HOXA11-AS	lncRNA	up_regulated
ENSG00000241388	0.101086330311138	6.51090534226478	0.7324291707437	0.392096931165912	0.619930947128933	HNF1A-AS1	lncRNA	up_regulated
ENSG00000241743	0.318839543645872	5.91148880898296	4.00455834888623	0.0453773841753361	0.145365034732018	XACT	lncRNA	up_regulated
ENSG00000242086	-0.00859622315463216	6.63944196168868	0.00576581577668378	0.939472427122624	0.97508775355552	MUC20-OT1	lncRNA	down_regulated
ENSG00000242125	-0.472365048035827	6.83186413934684	17.4450742009888	2.95729594112454e-05	0.000281728539425837	SNHG3	lncRNA	down_regulated
ENSG00000242207	0.0623268922492408	6.20639716856709	0.198553615091328	0.655890867888352	0.819780778721176	HOXB-AS4	lncRNA	up_regulated
ENSG00000242516	-0.149458629374977	6.04924848982011	0.877252322983281	0.348955351931263	0.583387533820781	LINC00960	lncRNA	down_regulated
ENSG00000242861	-0.340454436288616	6.23096437356931	5.22022341015838	0.0223256826615756	0.0836398143675497	AL591895.1	lncRNA	down_regulated
ENSG00000243766	0.17863540037807	6.46383052062687	2.24602277628878	0.133958309952413	0.317208971615214	HOTTIP	lncRNA	up_regulated
ENSG00000244300	-1.37458779657131	6.09613831232588	49.2558618995288	2.24660995872514e-12	5.90711511728956e-11	GATA2-AS1	lncRNA	down_regulated
ENSG00000244649	-0.124073331730708	6.85784031746778	1.41130355688199	0.234840115893737	0.456797616187518	LINC02086	lncRNA	down_regulated
ENSG00000244879	-0.339213738176682	6.59289061941797	7.55144826880417	0.00599618635152783	0.0291219804160741	GABPB1-AS1	lncRNA	down_regulated
ENSG00000245532	-0.0999219333423205	7.34608744737579	1.41672796579022	0.23394271548907	0.455840199051683	NEAT1	lncRNA	down_regulated
ENSG00000245556	-0.0693908394982961	6.34298306728888	0.271756084032319	0.602156201662911	0.782892297300109	SCAMP1-AS1	lncRNA	down_regulated
ENSG00000245694	-2.60549036313699	6.22368226889616	130.300892768782	3.52140232550097e-30	3.82257489281355e-28	CRNDE	lncRNA	down_regulated
ENSG00000245849	-0.0380324451192263	6.2272439547545	0.0728404127521003	0.787245164776613	0.895336725862566	RAD51-AS1	lncRNA	down_regulated
ENSG00000245910	-0.355845037439777	6.94475630441995	11.4808391807501	0.000703173725810376	0.00466416062491255	SNHG6	lncRNA	down_regulated
ENSG00000245937	-0.188826760035473	6.79434601326169	3.00616529254684	0.0829483112177078	0.224417435793427	LINC01184	lncRNA	down_regulated
ENSG00000246067	-0.222617138423028	6.18457792988031	2.21684631198049	0.136511660364469	0.321471321981028	RAB30-DT	lncRNA	down_regulated
ENSG00000246898	-0.90627261152957	6.08526740589983	25.232199409791	5.08265052329775e-07	6.89668862125106e-06	LINC00920	lncRNA	down_regulated
ENSG00000247095	-0.0687652300432374	6.31149640306734	0.258092069258595	0.611433968978481	0.78858732320049	MIR210HG	lncRNA	down_regulated
ENSG00000247271	0.175704497928402	6.32402207859874	1.87473217093132	0.17093408074475	0.374059991019677	ZBED5-AS1	lncRNA	up_regulated
ENSG00000247400	-0.284857832977681	6.15396099339826	3.42282587380043	0.064300856843957	0.187008954980956	DNAJC3-DT	lncRNA	down_regulated
ENSG00000247516	0.334150452106414	6.14917401082611	5.92419469762353	0.0149343621660485	0.0610939993874906	MIR4458HG	lncRNA	up_regulated
ENSG00000247556	0.121727799655864	7.05847629595653	1.78894002588374	0.181055363566273	0.387841461681258	OIP5-AS1	lncRNA	up_regulated
ENSG00000247708	-0.431361164189098	6.22998393375609	8.08390449564132	0.00446601197337445	0.0227529428450016	STX18-AS1	lncRNA	down_regulated
ENSG00000247828	-0.027752168634207	6.50143257072499	0.0520459335993735	0.819540685879989	0.912373185049496	TMEM161B-AS1	lncRNA	down_regulated
ENSG00000248008	-0.208811277679244	6.51002678372879	2.7719444046236	0.095929568497169	0.248717454463119	NRAV	lncRNA	down_regulated
ENSG00000248049	-0.131594675417345	6.20493180899097	0.820694989146844	0.364977045694209	0.596879997418505	UBA6-AS1	lncRNA	down_regulated
ENSG00000248092	-0.163828686971815	6.51610629842851	1.7468022885089	0.18627923475487	0.395200673768476	NNT-AS1	lncRNA	down_regulated
ENSG00000248275	0.189028285314231	6.29770510610277	2.11972711944879	0.145412450482411	0.335661084633434	TRIM52-AS1	lncRNA	up_regulated
ENSG00000249395	-0.464668690259038	6.27983682904805	9.78158286295695	0.00176268506183604	0.0102844071853941	CASC9	lncRNA	down_regulated
ENSG00000249669	0.552248104875836	6.3587855452328	22.142699652606	2.53116660658183e-06	3.02347362513997e-05	CARMN	lncRNA	up_regulated
ENSG00000249673	-0.00641851295601546	6.41030618851019	0.00255670493042004	0.959673053690951	0.98323873981593	NOP14-AS1	lncRNA	down_regulated
ENSG00000249859	-1.22793099415598	6.6011658148754	70.7235135479945	4.10965020786328e-17	1.59927425541849e-15	PVT1	lncRNA	down_regulated
ENSG00000250786	0.00805743081035501	6.73162312694971	0.0055687057274838	0.940514068171261	0.975677893672508	SNHG18	lncRNA	up_regulated
ENSG00000250899	-0.554885289152399	6.2080702827394	12.4497775917826	0.000418041595823747	0.00294605054004492	AC125807.2	lncRNA	down_regulated
ENSG00000250903	-0.00303041390381535	6.32688461942892	0.000522565586337009	0.981762191924044	0.992752665881683	GMDS-DT	lncRNA	down_regulated
ENSG00000251022	-0.215251348192414	6.76731425826597	3.77023101717624	0.0521724266250528	0.160366065445859	THAP9-AS1	lncRNA	down_regulated
ENSG00000251136	-0.490795170485766	6.18219844180981	9.69660630381753	0.00184608635907404	0.0107305395460504	AF117829.1	lncRNA	down_regulated
ENSG00000251169	0.267315819011375	6.27008482815287	4.23682225122464	0.0395561392847634	0.131011928853558	LINC01843	lncRNA	up_regulated
ENSG00000251562	-0.278164153175821	7.29596166511623	9.81887040046013	0.00172730396390163	0.0100970177389148	MALAT1	lncRNA	down_regulated
ENSG00000253716	-0.638975213064692	6.2017658288036	15.8726724941033	6.77499603085426e-05	0.000590426590717053	MINCR	lncRNA	down_regulated
ENSG00000253738	-0.0219287324704135	6.7336799999027	0.0408522946981122	0.839823298991892	0.923633083200926	OTUD6B-AS1	lncRNA	down_regulated
ENSG00000253982	0.0466397308715465	6.26630059962929	0.118127550253455	0.731074252404151	0.86277359083553	AC100810.1	lncRNA	up_regulated
ENSG00000254166	-2.08771871849951	6.72280869779017	165.737663180748	6.31206117105718e-38	1.06355285364719e-35	CASC19	lncRNA	down_regulated
ENSG00000254290	-0.421731121284858	6.63606923197719	11.7900567512961	0.000595479198810594	0.00402655988981593	AC124067.4	lncRNA	down_regulated
ENSG00000254635	0.0142921689083309	6.69944702735399	0.0170342691946601	0.896158672258614	0.953319313092096	WAC-AS1	lncRNA	up_regulated
ENSG00000254837	-0.12585279530106	6.20543127798048	0.752709868881681	0.385619624165015	0.614551750765537	AP001372.2	lncRNA	down_regulated
ENSG00000255026	-1.73840086527673	6.03667700365059	64.2253806216088	1.10969965556269e-15	3.7726739663704e-14	AC136475.3	lncRNA	down_regulated
ENSG00000255248	0.522061343899446	6.10397487110755	14.70931948865	0.000125424867563479	0.00101645889724824	MIR100HG	lncRNA	up_regulated
